u_id,numSentence,numWords,totSentiment,avgSentiment
455432252.90253.90253,3,80,6.0,2.0
454978736.90042.90042,2,6,4.0,2.0
454978736.90057.90042,2,9,3.0,1.5
454980483.90134.90134,4,30,6.0,1.5
454984410.90210.90210,5,84,6.0,1.2
454990848.90427.90427,5,73,8.0,1.6
414369732.8146.8146,1,5,2.0,2.0
414369732.8158.8146,3,43,5.0,1.6666666666666667
414419730.8280.8280,2,32,2.0,1.0
414540783.7580.7580,1,26,2.0,2.0
414687602.6808.6808,1,7,1.0,1.0
396200383.5760.5760,1,5,2.0,2.0
396200383.5773.5760,4,12,8.0,2.0
396200599.5806.5806,1,18,1.0,1.0
396200772.5844.5844,2,9,4.0,2.0
396201097.5873.5873,1,24,3.0,3.0
396201431.5926.5926,2,23,6.0,3.0
396201726.5983.5983,1,12,1.0,1.0
396201945.6021.6021,1,26,1.0,1.0
398180736.17822.17822,1,9,2.0,2.0
398180736.17848.17822,1,1,2.0,2.0
398188504.18261.18261,9,165,13.0,1.4444444444444444
398190749.18626.18626,1,7,2.0,2.0
398190891.18649.18649,1,4,2.0,2.0
398193443.18661.18661,14,128,25.0,1.7857142857142858
366296033.6325.6325,1,3,2.0,2.0
366296033.6333.6325,4,37,6.0,1.5
366296568.6427.6427,2,20,3.0,1.5
366296926.6473.6473,1,24,1.0,1.0
381107546.10031.10031,1,5,2.0,2.0
381107546.10046.10031,6,97,12.0,2.0
381108123.10263.10263,1,11,1.0,1.0
381108765.10290.10290,6,68,9.0,1.5
388945667.10452.10452,3,95,6.0,2.0
388954298.10655.10655,5,40,10.0,2.0
380961612.9914.9914,1,4,2.0,2.0
380961612.9924.9914,11,165,20.0,1.8181818181818181
380965789.10343.10343,3,57,9.0,3.0
380968725.10474.10474,6,72,10.0,1.6666666666666667
380969618.10637.10637,3,42,8.0,2.6666666666666665
380979853.10737.10737,2,6,4.0,2.0
385358710.26091.26091,1,7,2.0,2.0
385358710.26107.26091,4,85,7.0,1.75
385362577.26308.26308,3,67,5.0,1.6666666666666667
385389801.26457.26457,3,47,7.0,2.3333333333333335
385390635.26566.26566,3,37,7.0,2.3333333333333335
385399850.26680.26680,2,29,2.0,1.0
385505759.8203.8203,3,39,6.0,2.0
385094460.21968.21968,2,12,3.0,1.5
385094460.21995.21968,3,58,5.0,1.6666666666666667
385096464.22117.22117,3,48,3.0,1.0
385097626.22225.22225,1,39,1.0,1.0
385098293.22322.22322,1,12,1.0,1.0
385099382.22359.22359,1,11,2.0,2.0
385100509.22434.22434,4,58,6.0,1.5
140158667.5240.5240,1,3,2.0,2.0
140158667.5248.5240,3,28,4.0,1.3333333333333333
140162194.5314.5314,2,17,4.0,2.0
140177333.5352.5352,2,31,2.0,1.0
14276135.641.641,1,4,2.0,2.0
14276135.651.641,2,31,2.0,1.0
14286657.719.719,4,56,6.0,1.5
14286807.842.842,8,113,12.0,1.5
14617009.1098.1098,3,24,7.0,2.3333333333333335
14620815.1155.1155,1,35,1.0,1.0
373222265.3618.3618,1,4,2.0,2.0
373222265.3628.3618,1,15,2.0,2.0
380344165.3658.3658,1,12,2.0,2.0
442415935.4049.4049,3,35,4.0,1.3333333333333333
297442170.199.199,1,6,2.0,2.0
297442170.216.199,7,49,15.0,2.142857142857143
297442708.324.324,7,88,14.0,2.0
297443728.517.517,6,81,12.0,2.0
297444297.699.699,8,141,14.0,1.75
297444972.1018.1018,2,22,2.0,1.0
297445351.1073.1073,11,85,17.0,1.5454545454545454
131395687.2202.2202,1,2,2.0,2.0
131395687.2210.2202,2,35,2.0,1.0
131404922.2286.2286,3,30,5.0,1.6666666666666667
131503321.2351.2351,2,30,5.0,2.5
146573163.2421.2421,8,121,12.0,1.5
335630795.5362.5362,1,7,2.0,2.0
335630795.5378.5362,1,7,2.0,2.0
335633064.5393.5393,2,12,3.0,1.5
335649480.5428.5428,2,9,4.0,2.0
335739553.5459.5459,1,18,3.0,3.0
335783222.5499.5499,4,38,7.0,1.75
335844617.5591.5591,2,26,3.0,1.5
335845488.5656.5656,1,14,2.0,2.0
335849428.5696.5696,2,16,3.0,1.5
335849922.5737.5737,2,48,4.0,2.0
335851018.5856.5856,5,60,6.0,1.2
126317499.28727.28727,1,5,2.0,2.0
126317499.28742.28727,2,19,5.0,2.5
126318710.28784.28784,1,17,1.0,1.0
126321942.28107.28107,2,21,2.0,1.0
126469435.28141.28140,1,6,1.0,1.0
131373413.25367.25367,1,5,2.0,2.0
131373413.25382.25367,2,15,3.0,1.5
131412207.25445.25445,2,22,3.0,1.5
131412588.25492.25492,8,88,15.0,1.875
131451538.25780.25780,2,18,3.0,1.5
284064019.15811.15803,1,3,2.0,2.0
284064019.15821.15803,5,21,9.0,1.8
284072224.16142.16142,3,47,3.0,1.0
284095074.16325.16325,3,45,5.0,1.6666666666666667
284153881.16422.16422,4,28,7.0,1.75
284885096.17011.17011,1,15,1.0,1.0
284167801.16543.16543,1,1,2.0,2.0
284167801.16549.16543,2,13,3.0,1.5
284172708.16578.16578,7,94,11.0,1.5714285714285714
284189293.16945.16945,4,59,6.0,1.5
284193348.17075.17075,2,14,3.0,1.5
159883671.18084.18084,1,5,2.0,2.0
159883671.18098.18084,2,17,4.0,2.0
159884290.18146.18146,3,10,5.0,1.6666666666666667
160114958.18184.18184,1,33,1.0,1.0
90608250.29426.29426,4,13,8.0,2.0
90608250.29457.29426,2,46,4.0,2.0
90643816.29558.29558,1,13,3.0,3.0
90803700.29596.29596,2,30,4.0,2.0
90806488.29668.29668,1,5,2.0,2.0
90818822.29683.29683,3,64,6.0,2.0
298654006.10288.10288,1,4,2.0,2.0
298654006.10301.10288,6,54,12.0,2.0
298732631.10608.10608,4,32,7.0,1.75
298734857.10682.10682,3,22,6.0,2.0
298936830.10737.10737,1,9,3.0,3.0
298937636.10760.10760,3,10,6.0,2.0
297534624.9845.9845,1,3,2.0,2.0
297534624.9855.9845,1,66,1.0,1.0
297564450.10002.10002,2,13,4.0,2.0
297935507.10040.10040,1,31,1.0,1.0
297936463.10103.10103,1,10,2.0,2.0
297938525.10127.10127,1,23,3.0,3.0
30066719.7788.7788,2,3,4.0,2.0
30066719.7797.7788,5,93,9.0,1.8
30068449.7999.7999,7,135,10.0,1.4285714285714286
30070311.8294.8294,6,102,10.0,1.6666666666666667
30074155.8515.8515,1,13,3.0,3.0
32302663.8843.8843,1,5,2.0,2.0
32302663.8857.8843,3,65,6.0,2.0
32307399.9002.9002,4,96,5.0,1.25
32309774.9214.9214,7,149,15.0,2.142857142857143
32317014.9538.9538,1,30,3.0,3.0
32397900.9605.9605,2,62,2.0,1.0
267728614.56519.56519,1,1,2.0,2.0
267728614.56525.56519,5,49,10.0,2.0
267732867.56635.56635,2,8,4.0,2.0
267733288.56678.56678,3,43,8.0,2.6666666666666665
267741435.56773.56773,1,2,2.0,2.0
267763869.56781.56781,5,91,7.0,1.4
267796817.56996.56996,2,25,3.0,1.5
267863184.57188.57188,3,31,6.0,2.0
269822372.57259.57259,4,50,9.0,2.25
274481213.24594.24594,1,6,2.0,2.0
274481213.24608.24594,9,143,15.0,1.6666666666666667
274496016.24920.24920,3,54,4.0,1.3333333333333333
274527923.25037.25037,2,26,5.0,2.5
274531762.25095.25095,4,46,8.0,2.0
274537662.25217.25217,7,88,12.0,1.7142857142857142
274540381.25425.25425,3,21,4.0,1.3333333333333333
109195877.11310.11310,2,7,4.0,2.0
109195877.11327.11310,1,8,2.0,2.0
109276501.11872.11872,1,14,2.0,2.0
109616726.11944.11944,2,9,5.0,2.5
109657436.11966.11966,6,69,11.0,1.8333333333333333
109658603.12176.12176,3,61,5.0,1.6666666666666667
109661199.12312.12312,5,76,9.0,1.8
109686261.12512.12512,2,19,6.0,3.0
109203891.11364.11364,1,3,2.0,2.0
109203891.11372.11364,1,25,3.0,3.0
109276771.11977.11977,2,29,5.0,2.5
109280183.12041.12041,2,16,4.0,2.0
109285761.12095.12095,3,47,5.0,1.6666666666666667
357304670.4310.4310,1,4,2.0,2.0
357304670.4320.4310,1,9,3.0,3.0
357305255.4340.4340,3,29,6.0,2.0
357308758.4407.4407,2,13,7.0,3.5
356860396.2753.2753,1,3,2.0,2.0
356860396.2763.2753,16,270,25.0,1.5625
356876231.3366.3366,13,277,26.0,2.0
357438947.4030.4030,13,225,22.0,1.6923076923076923
152544576.5747.5747,1,6,2.0,2.0
152544576.5764.5747,6,119,8.0,1.3333333333333333
152544964.6051.6051,5,42,10.0,2.0
152550181.6152.6152,3,28,7.0,2.3333333333333335
152508378.4331.4331,2,6,4.0,2.0
152508378.4346.4331,11,179,23.0,2.090909090909091
152514536.4816.4816,3,46,5.0,1.6666666666666667
152514908.4912.4912,5,63,12.0,2.4
152515456.4816.4816,6,101,8.0,1.3333333333333333
152515783.5276.5276,3,35,5.0,1.6666666666666667
65876759.7334.7334,1,6,2.0,2.0
65876759.7348.7334,4,50,5.0,1.25
65878360.7469.7469,5,52,7.0,1.4
65881318.7587.7587,2,27,3.0,1.5
64942649.2657.2657,1,9,2.0,2.0
64942649.2679.2657,1,13,2.0,2.0
64943265.2706.2706,3,36,4.0,1.3333333333333333
64943476.2794.2794,8,53,15.0,1.875
291906834.15472.15472,1,1,2.0,2.0
291906834.15478.15472,1,12,1.0,1.0
291983869.15507.15507,2,18,4.0,2.0
292032784.15590.15590,1,25,1.0,1.0
137070788.2493.2493,1,4,2.0,2.0
137070788.2505.2493,1,19,1.0,1.0
137072105.2549.2549,3,40,6.0,2.0
137204679.2639.2639,2,73,3.0,1.5
137215420.2796.2796,7,89,10.0,1.4285714285714286
137224924.2997.2997,2,21,3.0,1.5
137253774.3052.3052,5,128,9.0,1.8
137326561.3327.3327,10,231,15.0,1.5
137422726.3817.3817,1,8,2.0,2.0
74513180.7599.7599,1,3,2.0,2.0
74513180.7609.7599,1,24,1.0,1.0
74524389.7662.7662,2,33,4.0,2.0
74709852.7748.7748,2,35,3.0,1.5
73543963.4142.4142,1,1,2.0,2.0
73543963.4148.4142,4,34,6.0,1.5
73546156.4221.4221,1,12,1.0,1.0
73546409.4250.4250,1,9,2.0,2.0
73547932.4271.4271,5,106,7.0,1.4
134180909.1601.1601,1,3,2.0,2.0
134180909.1609.1601,5,66,8.0,1.6
134182311.1752.1752,2,18,3.0,1.5
134323462.1811.1811,4,37,7.0,1.75
134336333.1902.1902,2,20,4.0,2.0
134394232.1951.1951,2,20,4.0,2.0
133500852.1455.1455,1,10,2.0,2.0
133500852.1477.1455,11,184,20.0,1.8181818181818181
133501471.1695.1695,2,10,4.0,2.0
133521937.1920.1920,6,129,12.0,2.0
133630111.2239.2239,7,75,10.0,1.4285714285714286
133633602.2408.2408,2,42,2.0,1.0
321010577.39082.39082,1,4,2.0,2.0
321010577.39092.39082,4,82,7.0,1.75
321066849.39276.39276,3,20,5.0,1.6666666666666667
321163895.37968.37968,2,5,3.0,1.5
321165994.37985.37985,2,22,3.0,1.5
321168648.38037.38037,3,38,5.0,1.6666666666666667
321176549.37876.37876,3,29,5.0,1.6666666666666667
321226946.37963.37963,2,2,4.0,2.0
321229195.37981.37981,2,7,5.0,2.5
321649241.37852.37852,3,30,5.0,1.6666666666666667
321816439.38850.38850,1,10,2.0,2.0
321816439.38874.38850,7,105,10.0,1.4285714285714286
321817540.38991.38991,3,24,3.0,1.0
321817818.39050.39050,4,38,5.0,1.25
321819952.39145.39145,3,28,5.0,1.6666666666666667
321820705.39215.39215,3,48,6.0,2.0
321827010.39343.39343,3,67,4.0,1.3333333333333333
178757145.56554.56554,1,5,2.0,2.0
178757145.56566.56554,2,22,3.0,1.5
178777997.56630.56630,3,94,5.0,1.6666666666666667
179161520.56838.56838,5,50,8.0,1.6
179168332.56953.56953,6,71,10.0,1.6666666666666667
179169478.57125.57125,9,130,16.0,1.7777777777777777
179172390.57433.57433,5,82,6.0,1.2
179172889.57607.57607,5,48,8.0,1.6
179187510.57722.57722,10,118,15.0,1.5
170029034.54439.54439,1,2,2.0,2.0
170029034.54447.54439,3,43,5.0,1.6666666666666667
170137009.54540.54540,5,161,6.0,1.2
170138856.54888.54888,22,495,35.0,1.5909090909090908
177931267.56340.56340,2,13,3.0,1.5
177939278.56419.56419,1,19,1.0,1.0
207119513.305.305,1,4,2.0,2.0
207119513.315.305,3,37,5.0,1.6666666666666667
207466267.437.437,2,16,4.0,2.0
208692595.477.477,3,37,6.0,2.0
219719525.2602.2602,2,18,3.0,1.5
219719525.2642.2602,5,94,6.0,1.2
221140085.2958.2958,4,59,5.0,1.25
221223784.3283.3283,6,126,8.0,1.3333333333333333
222604913.3766.3766,5,102,8.0,1.6
222680705.4029.4029,3,24,6.0,2.0
299829260.2815.2815,1,3,2.0,2.0
299829260.2823.2815,4,46,10.0,2.5
299829592.2929.2929,3,47,4.0,1.3333333333333333
299830682.3028.3028,4,24,10.0,2.5
300727952.3958.3958,1,6,2.0,2.0
300727952.3972.3958,5,35,10.0,2.0
300728278.4075.4075,2,2,4.0,2.0
300728650.4081.4081,3,25,5.0,1.6666666666666667
300730288.4146.4146,5,120,8.0,1.6
300731085.4426.4426,4,41,8.0,2.0
277132168.5865.5865,1,5,2.0,2.0
277132168.5877.5865,5,87,8.0,1.6
277309203.6093.6093,4,51,7.0,1.75
278960461.7345.7345,6,88,12.0,2.0
279066825.7882.7882,2,23,3.0,1.5
279312713.8791.8791,3,6,7.0,2.3333333333333335
320926675.13624.13460,1,3,1.0,1.0
320926675.13634.13460,4,28,6.0,1.5
320926790.13705.13705,2,8,4.0,2.0
321002856.2975.2975,5,59,10.0,2.0
321052543.3320.3320,2,16,5.0,2.5
311035231.55646.55646,1,9,2.0,2.0
311035231.55666.55646,3,77,7.0,2.3333333333333335
311157869.55843.55843,2,16,4.0,2.0
311163219.55879.55879,7,81,14.0,2.0
311170228.56068.56068,4,95,5.0,1.25
311190445.56303.56303,5,56,7.0,1.4
311212785.56435.56435,4,104,8.0,2.0
311213788.56689.56689,1,26,2.0,2.0
83062448.8505.8505,1,13,1.0,1.0
83062448.8533.8505,2,41,2.0,1.0
83116425.8822.8822,2,15,3.0,1.5
83400568.9207.9207,3,28,3.0,1.0
46687240.5546.5546,2,5,4.0,2.0
46687240.5559.5546,4,56,6.0,1.5
46699312.5685.5685,2,29,3.0,1.5
62531862.7260.7260,5,104,6.0,1.2
48879345.5917.5917,1,3,2.0,2.0
48879345.5925.5917,2,66,4.0,2.0
48891333.6078.6078,2,51,3.0,1.5
48942430.6193.6193,2,52,3.0,1.5
49009122.6307.6307,3,42,4.0,1.3333333333333333
11915549.810.810,1,2,2.0,2.0
11915549.822.810,3,10,6.0,2.0
11915906.863.863,2,13,3.0,1.5
11915931.892.892,3,19,5.0,1.6666666666666667
12080811.2083.2083,1,7,2.0,2.0
12080811.2110.2083,4,36,9.0,2.25
12084365.2237.2237,1,5,3.0,3.0
12084971.2249.2249,2,6,3.0,1.5
12091020.2267.2267,2,18,4.0,2.0
12091102.2308.2308,3,14,6.0,2.0
12091150.2346.2346,1,7,1.0,1.0
12091419.2364.2364,3,10,7.0,2.3333333333333335
12091667.2391.2391,1,16,3.0,3.0
75940002.5524.5524,1,3,2.0,2.0
75940002.5536.5524,5,66,7.0,1.4
75976887.5692.5692,3,41,5.0,1.6666666666666667
76410158.5783.5783,1,21,1.0,1.0
75692435.4172.4172,1,4,2.0,2.0
75692435.4182.4172,4,59,8.0,2.0
75697745.4315.4315,3,31,6.0,2.0
75698786.4387.4387,4,54,8.0,2.0
75699716.4524.4524,2,33,4.0,2.0
75700712.4617.4617,1,3,2.0,2.0
422731596.1261.1261,2,4,5.0,2.5
422731596.1272.1261,6,92,11.0,1.8333333333333333
422765590.1528.1528,4,74,8.0,2.0
422879075.1712.1712,2,36,4.0,2.0
423093003.1801.1801,5,54,13.0,2.6
423102735.1923.1923,5,23,10.0,2.0
423218877.1985.1985,2,20,2.0,1.0
418695946.3449.3449,1,3,2.0,2.0
418695946.3459.3449,4,52,7.0,1.75
418696237.3591.3591,3,35,5.0,1.6666666666666667
418722324.3684.3684,2,11,4.0,2.0
177752278.324.324,1,3,2.0,2.0
177752278.337.324,3,66,4.0,1.3333333333333333
177759229.494.494,2,32,3.0,1.5
177759759.574.574,2,18,2.0,1.0
171453628.1091.1091,1,8,2.0,2.0
171453628.1121.1091,5,41,11.0,2.2
171453977.1233.1233,3,25,6.0,2.0
171457691.1332.1332,1,5,2.0,2.0
171458087.1369.1342,2,33,3.0,1.5
211501261.25605.25605,1,4,2.0,2.0
211503779.25704.25704,1,15,1.0,1.0
211686708.25977.25977,2,47,5.0,2.5
212942587.26078.26078,1,6,2.0,2.0
219174365.27632.27632,1,1,2.0,2.0
219174365.27638.27632,1,20,1.0,1.0
219222621.27706.27706,1,3,2.0,2.0
219263107.27714.27714,1,4,2.0,2.0
219293387.27723.27723,6,44,9.0,1.5
219409911.27840.27840,4,46,8.0,2.0
219411142.27952.27952,3,48,4.0,1.3333333333333333
219535020.28058.28058,1,17,3.0,3.0
219535760.28096.28096,2,18,3.0,1.5
219536890.28139.28139,5,42,10.0,2.0
219541215.28245.28245,7,58,10.0,1.4285714285714286
276389286.25164.25164,1,6,2.0,2.0
276389286.25181.25164,4,43,7.0,1.75
276392576.25245.25245,3,37,4.0,1.3333333333333333
276392856.25331.25331,2,6,4.0,2.0
276393785.25345.25345,7,117,14.0,2.0
276394643.25600.25600,4,35,7.0,1.75
276395482.25707.25681,6,55,11.0,1.8333333333333333
277455799.27313.27313,1,10,2.0,2.0
277455799.27342.27313,5,38,10.0,2.0
277458217.27476.27476,9,122,12.0,1.3333333333333333
277549428.27762.27762,4,87,5.0,1.25
278180240.27586.27586,6,91,10.0,1.6666666666666667
285830719.63004.62989,5,54,9.0,1.8
260226312.867.867,1,6,3.0,3.0
260226312.881.867,4,61,4.0,1.0
260889619.1024.1024,5,52,8.0,1.6
260926016.1150.1150,2,21,3.0,1.5
351874821.638.638,1,8,1.0,1.0
351874821.664.638,2,18,4.0,2.0
351875191.702.702,3,17,5.0,1.6666666666666667
351875574.741.741,4,37,7.0,1.75
79134833.6825.6825,1,1,3.0,3.0
79134833.6831.6825,1,10,2.0,2.0
79223673.6854.6854,2,44,3.0,1.5
80926487.6854.6854,4,46,6.0,1.5
80924063.6854.6854,2,2,4.0,2.0
80924063.6865.6854,4,31,8.0,2.0
81192075.7044.7044,3,45,4.0,1.3333333333333333
81235025.7136.7136,5,138,8.0,1.6
157059059.38916.38916,1,7,2.0,2.0
157059059.38936.38916,5,60,9.0,1.8
157059528.39099.39099,1,14,1.0,1.0
157059754.39133.39133,3,13,6.0,2.0
157060415.39183.39183,1,3,2.0,2.0
156800986.37708.37708,1,3,2.0,2.0
156800986.37717.37708,5,104,8.0,1.6
156801604.38004.38004,1,11,1.0,1.0
156801889.38034.38034,2,22,3.0,1.5
156802325.38128.38128,1,17,2.0,2.0
156802511.38172.38172,5,32,8.0,1.6
156803005.38291.38291,2,17,5.0,2.5
156804769.38346.38346,2,9,3.0,1.5
156809736.38417.38417,1,22,1.0,1.0
156810390.38517.38517,1,8,3.0,3.0
156810631.38540.38540,2,7,4.0,2.0
156810942.38603.38603,2,14,3.0,1.5
445030221.20910.20910,1,4,2.0,2.0
445030221.20920.20910,5,97,10.0,2.0
445042329.21142.21142,2,22,4.0,2.0
445043199.21194.21194,2,44,2.0,1.0
445044810.21293.21293,3,41,4.0,1.3333333333333333
445050227.21385.21385,2,33,4.0,2.0
416906713.13040.13040,1,4,2.0,2.0
416906713.13050.13040,5,74,7.0,1.4
416907121.13214.13214,2,31,3.0,1.5
416911115.13286.13286,2,42,3.0,1.5
416911788.13385.13385,4,40,6.0,1.5
416913727.13482.13482,3,86,3.0,1.0
227464067.1920.1920,1,6,1.0,1.0
227464067.1934.1920,4,63,6.0,1.5
227933884.2075.2075,6,79,15.0,2.5
228940776.2244.2244,1,21,2.0,2.0
229535222.2292.2292,1,2,2.0,2.0
229535222.2300.2292,4,50,7.0,1.75
229739022.2408.2408,2,12,5.0,2.5
229823096.2440.2440,1,6,2.0,2.0
229825509.2454.2454,2,17,4.0,2.0
229826939.2492.2492,3,27,5.0,1.6666666666666667
52609372.5998.5998,1,4,2.0,2.0
52609372.6009.5998,5,33,10.0,2.0
52619376.6106.6106,4,42,7.0,1.75
53271604.6215.6215,5,85,9.0,1.8
151740907.15404.15404,1,4,2.0,2.0
151740907.15414.15404,2,46,4.0,2.0
151742075.15671.15671,2,34,3.0,1.5
151743809.15748.15748,3,7,6.0,2.0
151744905.15769.15769,6,50,10.0,1.6666666666666667
336219752.15629.15629,1,2,2.0,2.0
336219752.15641.15629,2,20,5.0,2.5
336313778.15683.15683,2,35,3.0,1.5
336353088.15773.15773,8,115,13.0,1.625
225070854.920.920,1,1,2.0,2.0
225070854.926.920,5,50,8.0,1.6
225177844.1011.1011,3,34,4.0,1.3333333333333333
225211435.1087.1087,3,11,6.0,2.0
225251846.1113.1113,1,15,3.0,3.0
225399011.1152.1152,4,21,7.0,1.75
225407296.1230.1230,5,60,8.0,1.6
225421552.1369.1369,1,18,2.0,2.0
225425171.1408.1408,3,36,7.0,2.3333333333333335
225425357.1495.1495,5,41,7.0,1.4
43869184.34604.34604,1,3,2.0,2.0
43869184.34614.34604,7,116,12.0,1.7142857142857142
43878309.34874.34874,4,83,7.0,1.75
43890304.35053.35053,3,75,5.0,1.6666666666666667
33441878.11516.11516,1,8,1.0,1.0
33444048.11898.11898,2,37,3.0,1.5
33465589.11986.11986,8,112,12.0,1.5
86106628.7532.7532,1,5,2.0,2.0
86106628.7546.7532,6,87,9.0,1.5
86109901.7751.7751,2,46,4.0,2.0
86135562.7857.7857,3,28,4.0,1.3333333333333333
86139130.7939.7939,3,60,7.0,2.3333333333333335
87581845.8075.8075,2,37,3.0,1.5
83202744.2343.2343,2,5,4.0,2.0
83202744.2356.2343,3,36,5.0,1.6666666666666667
83203241.2415.2415,1,5,2.0,2.0
83237944.2428.2428,4,19,7.0,1.75
83255775.2458.2458,3,12,5.0,1.6666666666666667
80141642.1747.1747,1,4,2.0,2.0
80141642.1764.1747,6,56,11.0,1.8333333333333333
80154985.1900.1900,6,133,13.0,2.1666666666666665
80155390.2180.2180,2,16,4.0,2.0
80322313.2218.2218,6,45,15.0,2.5
83186493.2572.2572,5,92,7.0,1.4
89204593.7834.7834,1,7,1.0,1.0
89204593.7850.7834,5,60,9.0,1.8
89251406.8004.8004,8,227,11.0,1.375
89609138.8496.8496,5,52,7.0,1.4
185691766.8646.8646,1,6,2.0,2.0
185691766.8669.8646,9,164,15.0,1.6666666666666667
185692319.9133.9133,1,17,1.0,1.0
186464529.9169.9169,4,39,7.0,1.75
159882190.4811.4811,5,54,9.0,1.8
160052237.4957.4957,2,75,3.0,1.5
160117427.5113.5113,4,33,6.0,1.5
160130052.5208.5208,2,16,4.0,2.0
235787010.1602.1602,1,9,2.0,2.0
235787010.1623.1602,4,41,6.0,1.5
235927152.907.907,2,31,6.0,3.0
235983668.973.973,5,67,9.0,1.8
235987487.1130.1130,1,39,1.0,1.0
230193438.998.998,1,4,3.0,3.0
230193438.1008.998,2,16,4.0,2.0
230305593.1044.1044,9,150,13.0,1.4444444444444444
231201751.1471.1471,3,23,5.0,1.6666666666666667
231201953.1524.1524,1,6,2.0,2.0
631978852.3612.3239,1,6,2.0,2.0
631978852.3630.3239,9,132,18.0,2.0
631979996.3965.3965,7,170,13.0,1.8571428571428572
633038743.4354.4354,3,32,4.0,1.3333333333333333
633039162.4433.4433,2,23,4.0,2.0
634354380.4485.4485,2,26,3.0,1.5
634437992.4554.4554,7,138,15.0,2.142857142857143
567569995.3063.3063,1,2,2.0,2.0
567569995.3071.3063,1,8,2.0,2.0
568051821.3113.3113,2,10,3.0,1.5
568101864.3137.3137,1,20,3.0,3.0
568102713.3183.3183,2,18,3.0,1.5
96572304.14805.14805,1,3,2.0,2.0
96572304.14815.14805,7,98,14.0,2.0
96578077.15082.15082,5,56,10.0,2.0
96640355.15247.15247,2,22,4.0,2.0
97711081.16397.16397,1,8,2.0,2.0
97711081.16415.16397,7,65,13.0,1.8571428571428572
97731466.16618.16618,5,63,12.0,2.4
98560959.11978.11978,12,237,23.0,1.9166666666666667
98668664.11427.11419,5,59,7.0,1.4
100883617.7188.7188,2,40,2.0,1.0
100886017.7238.7238,3,42,4.0,1.3333333333333333
237254827.0.0,1,3,2.0,2.0
237254827.12.0,3,45,4.0,1.3333333333333333
237261889.118.118,3,20,4.0,1.3333333333333333
237390122.167.167,3,74,6.0,2.0
237470227.359.359,5,72,10.0,2.0
231593679.3391.3391,1,3,2.0,2.0
231593679.3401.3391,4,53,7.0,1.75
231657468.3531.3531,5,40,8.0,1.6
235274138.3646.3646,4,43,7.0,1.75
235297723.3740.3740,2,19,6.0,3.0
74859962.21308.21308,1,5,2.0,2.0
74859962.21323.21308,4,45,8.0,2.0
74921947.21499.21499,2,7,4.0,2.0
74924786.21574.21574,3,37,5.0,1.6666666666666667
76725431.24316.24316,2,9,4.0,2.0
76725431.24339.24316,1,17,2.0,2.0
76726130.24374.24374,3,8,5.0,1.6666666666666667
76730650.24396.24396,2,4,5.0,2.5
76927901.24405.24405,2,20,4.0,2.0
37558543.33545.33545,1,4,2.0,2.0
37558543.33556.33545,5,105,12.0,2.4
37574506.34155.34155,3,12,7.0,2.3333333333333335
37583548.34363.34363,10,160,19.0,1.9
38110449.39052.39052,1,2,2.0,2.0
38110449.39060.39052,5,65,8.0,1.6
38110654.39241.39241,2,25,5.0,2.5
38112040.39296.39296,2,7,3.0,1.5
38253690.39363.39363,4,9,8.0,2.0
329764865.9821.9821,1,1,2.0,2.0
329764865.9827.9821,3,18,5.0,1.6666666666666667
329765261.9902.9902,2,16,3.0,1.5
329908260.9966.9966,2,7,3.0,1.5
334352973.10403.10403,1,4,2.0,2.0
334352973.10413.10403,2,42,2.0,1.0
334376612.10505.10505,2,7,3.0,1.5
334607301.10534.10534,6,107,10.0,1.6666666666666667
334607662.10878.10878,2,1,4.0,2.0
334624144.10903.10903,2,9,4.0,2.0
22501161.683.683,1,4,2.0,2.0
22501161.693.683,2,30,4.0,2.0
22536120.756.756,2,21,5.0,2.5
36156253.801.801,2,18,3.0,1.5
28835125.4162.4162,2,6,4.0,2.0
28835125.4180.4162,3,28,5.0,1.6666666666666667
28835765.4239.4239,7,148,9.0,1.2857142857142858
28910160.4647.4647,2,7,4.0,2.0
28914140.4664.4664,8,118,12.0,1.5
354151987.13637.13637,1,4,2.0,2.0
354151987.13647.13637,4,82,8.0,2.0
354200125.13833.13833,3,74,4.0,1.3333333333333333
354229433.14040.14005,4,60,7.0,1.75
353386477.12007.12007,1,1,2.0,2.0
353386477.12013.12007,4,62,7.0,1.75
353387561.11630.11630,1,13,1.0,1.0
353418046.11661.11661,2,24,3.0,1.5
353419440.11730.11730,2,29,6.0,3.0
353420719.11818.11818,5,69,9.0,1.8
353433802.11992.11992,8,121,13.0,1.625
353458893.12305.12305,11,124,20.0,1.8181818181818181
114831022.4571.4571,1,4,2.0,2.0
114831022.4581.4571,5,68,10.0,2.0
114849951.4281.4281,3,50,7.0,2.3333333333333335
114888341.4404.4404,5,32,11.0,2.2
114940119.5559.5559,1,8,2.0,2.0
114940119.5582.5559,5,68,9.0,1.8
114943688.5728.5728,3,66,3.0,1.0
114944676.5873.5873,5,69,10.0,2.0
114945504.6030.6030,4,49,8.0,2.0
277503669.19972.19972,1,5,2.0,2.0
277503669.19984.19972,3,54,8.0,2.6666666666666665
277511417.20101.20101,5,95,12.0,2.4
277512259.20307.20307,3,49,5.0,1.6666666666666667
268740343.18901.18901,1,3,2.0,2.0
268740343.18916.18901,4,20,7.0,1.75
268745341.18963.18963,4,70,10.0,2.5
273968836.19098.19098,3,74,7.0,2.3333333333333335
273970522.19259.19283,0,0,0.0,
